Tweet_Text,Sentiment,Tweet URL
"Full-year net sales are expected to increase by approximately 10 % , the company said .",Positive,
"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .",Positive,
"With the second phase of the new Innova building , Tecnopolis presence in Jyvaskyla will increase to a total of approximately 62,000 floor square meters .",Neutral,
The recent troubles simply make NETeller cheaper .,Negative,
"The mill will have capacity to produce 500,000 tonnes of pulp per year .",Neutral,
16 February 2011 - Finnish industrial machinery company Metso Oyj ( HEL : MEO1V ) said today it will deliver minerals processing equipment and basic engineering to Canadian miner Northland Resources ( OSL : NAUR ) ( TSE : NAU ) .,Positive,
"Finnish Suominen Flexible Packaging Ltd , owned by local textile company Suominen Corporation Group ( HEL : SUY1V ) , said today that it would start employee negotiations concerning its entire personnel in Finland .",Negative,
"The Americas represents 25 % of Gemalto 's billing , and Latin America is one of the fastest growing regions for the company .",Neutral,
"Even so , Tulikivi emissions are well below some of the strictest state standards including Washington and Colorado .",Neutral,
"The total headcount reduction will be 50 persons , the company said .",Negative,
The company also said that its board of directors has proposed a profit distribution of EUR0 .92 per share .,Neutral,
The plant is expected to start production in the first half of 2007 .,Neutral,
"Westpac Banking Corp - Is to issue a benchmark , 3 year FRN deal in Euros .",Neutral,
Kaupthing forecasts a significant price increase for printing paper in 2007 .,Positive,
The dividend will come on top of the 0.45 eur on A shares and 0.43 on K shares it has already paid on last year 's accounts .,Neutral,
"First Industrial will seek LEED designation for Uponor 's new building and a 282,000 square-foot speculative distribution center at First Park Lakeville .",Neutral,
Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .,Positive,
"The end-to-end delivery combines the competencies and services from TietoEnators Telecom & Media , Processing & Network and Digital Innovations Business Areas .",Neutral,
"` Sanoma is a buyer not a target , ' he said .",Neutral,
"TVO 's two-unit 1,740 MW Olkiluoto plant generated 14.2 TWh with an operating ratio across both reactors of 93.5 % , which the company described as `` high by international standards '' .",Neutral,
"EXEL COMPOSITES IN BRIEF Exel Composites is a technology company which designs , manufactures and markets composite profiles and tubes for industrial applications .",Neutral,
"In Finland 's Hobby Hall 's sales decreased by 10 % , and international sales fell by 19 % .",Negative,
Status : Agreed,Neutral,
Indonesia reports highest rise in Covid-19 cases in over three months.,Negative,
"As a result , the distribution companies will start to distribute , in addition to their current product offering , Shimano reels , rods and other Shimano fishing tackle products on an exclusive basis .",Positive,
The German subsidiary will produce software development services for Ixonos Telecommunications Business Unit 's client projects .,Neutral,
The Symbian Foundation plans to revise its procedures for testing and signing software after digitally signing a trojan for its Symbian mobile phone operating system by mistake .,Neutral,
"from BUSINESS LINE , May 16 , 2008 Sriperumbudur , May 15 - Nokia 's two key suppliers - Aspocomp and Wintek - are likely to start operations within three months in the Nokia Telecom Park at Sriperumbudur , 45 km west off Chennai .",Neutral,
"`` We reached agreement with the union that flights will continue as normal , '' Finnair spokesman Usko Maatta said .",Positive,
"It is profitable to make pulp , paper , and sawn goods in areas where the combination of these factors is good .",Neutral,
"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",Positive,
Cash flow from operating activities is estimated to be positive .,Positive,
"In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million .",Positive,
`` Our design team has long admired Marimekko 's vivid patterns and colors .,Positive,
Sponda will record a profit from the sale of 8.5 mln euro ($ 12.4 mln).,Positive,
The financial details of the acquisition were not disclosed .,Neutral,
"Enclosed is Affecto 's call for Extraordinary General Meeting to be held on July 10th where the main agenda is to approve the authorization to the Board for the proposed share issue related to the Component Software acquisition , and to elect Haakon Skaarer to the Affecto board .",Neutral,
Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,Positive,
"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",Negative,
"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",Positive,
The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,Neutral,
"Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States .",Neutral,
Finnish messaging solutions developer Tecnomen Corporation ( OMX Helsinki : TEM1V ) said on Thursday ( 11 December ) that it has received an expansion order for its Convergent Charging solution in Latin America .,Positive,
"The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors .",Neutral,
`` They 've already allocated money for the inventory .,Neutral,
These six agreements are the company 's first customer acquisitions in India since taking over TVS Electronics ' contract manufacturing facility in Jun 2007 .,Neutral,
Biden-Putin Geneva meeting to focus on cyber-hacking tensions,Neutral,
"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",Positive,
"The other actions include the cutting of the expensive weekend shifts , the freezing of the production bonus system and by a general cost-cutting program .",Neutral,
"Net sales of the Paper segment decreased to EUR 221.6 mn in the second quarter of 2009 from EUR 241.1 mn in the second quarter of 2008 , while operating profit excluding non-recurring items rose to EUR 8.0 mn from EUR 7.6 mn .",Negative,
Aspo serves demanding business-to-business customers .,Neutral,
` Pulp and paper industries are growing in countries like China and Russia .,Neutral,
Panostaja is a financially secure Finnish multi-field corporation that creates healthy companies and company entities .,Neutral,
The bank VTB24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles .,Neutral,
The carrier said its Area travel agency is to sell most of its outlets to sister chain Suomen Matkatoimisto (SMT)and use its remaining bricks-and-mortar presence to primarily target business customers going forward .,Neutral,
"Due to Pirkka beer , Olvi 's brewery in Iisalmi is moving to 7-day , 24-hour work shifts .",Neutral,
Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,Negative,
"In 2006 , 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx .",Neutral,
"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",Positive,
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,Positive,
"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 .",Negative,
Global military spending rises 2.6% in 2020 despite pandemic hit,Neutral,
Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .,Positive,
"Honkarakenne 's customer in this project is one of the biggest real estate companies in Kazakhstan , according to the company .",Neutral,
The tool is a patent pending design that allows consumers to lay out their entire project on a removable plate using multiple clear stamps of any kind .,Neutral,
Certain shareholders have irrevocably agreed to vote in favor of the bond issue .,Positive,
"It is also set to launch a messaging service in the next few days , which would enable users to access their e-mail accounts on MS Exchange .",Neutral,
Egg supply tightens in Poland as EU bird flu crisis hits industry.,Negative,
"We serve a broad range of customers , including construction and process industries , shipyards , the public sector and households .",Neutral,
Finnish industrial group Ruukki Group has brought counter action against Finnish metal company Rautaruukki in the dispute concerning the names of the companies .,Negative,
"There have been 15 initial public offerings announced in Sweden this year , compared with two during the same period a year earlier , Bloomberg data shows .",Neutral,
"Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall .",Neutral,
The low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced .,Negative,
"The disposal of Autotank will also strengthen Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo .",Positive,
Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,Negative,
"It projected revenue of $ 2.2 billion to $ 2.3 billion , slightly higher than analyst estimates of $ 2.19 billion .",Positive,
"For the current year , Raute expects its net sales to increase and the operating result -- to be positive .",Positive,
Homeowners across North America have green experiences to share from cost savings to clean and eco-friendly heating .,Neutral,
Olvi expects sales and market share to increase in the first quarter of 2010 .,Positive,
Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,Positive,
"Componenta has production lines for similar-sized products at Karkkila in Finland , at Weert in the Netherlands and at Orhangazi in Turkey , and these had a combined output of approximately 100,000 tonnes and net sales of EUR 135 million in 2007 .",Neutral,
"Telecom has a foreign investment limit of 74 % , but it appears that mobile VAS does not , which means that Tecnomen can pick up as much as 96.6 % .",Neutral,
Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,Negative,
"The important thing now is to keep the bank 's existing 15,000 customers .",Neutral,
The adjustments concern staff in both the Specialty Papers and the Fiber Composites segments .,Neutral,
The machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood .,Neutral,
- Cash flow from operating activities before investments was EUR 0.8 -1.2 million .,Neutral,
"Capacity of the facility made by Finland 's Vaahto Group is 86,000 tons of light coated paper .",Neutral,
"The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts .",Neutral,
"More than 50,000 tonnes of asphalt mix will be used in the contract .",Neutral,
Earnings per share were at loss of EUR0 .24 .,Negative,
"There are companies , which are ready to invest their own funds in this deal such as Rostelecom RTS : RTKM .",Positive,
"The estimated turnover of the new company is LVL 2,5 million EEK 40 million .",Neutral,
The final outcome of the rights offering is to be reported around 23 October 2009 .,Neutral,
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,Positive,
The insurance division turned a EUR120m profit .,Neutral,
"A few months ago , Teva vice chairman Phillip Frost and Marathon Venture Capital Fund TASE : MARA sold Protalix shares .",Neutral,
The parties have therefore agreed to leave Avena out of the deal .,Neutral,
The U.S. economy is still improving,Positive,
"Finnish construction group YIT has been awarded a contract to install heating , air conditioning and cooling systems to the new head office of the automobile association ADAC in Munich in Germany .",Positive,
Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,Negative,
"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri",Negative,
Renesas Mobile Europe Ltd has approximately 470 employees in Oulu .,Neutral,
"In addition , a good biological durability is achieved . ''",Neutral,
Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,Positive,
"Net sales will , however , increase from 2005 .",Positive,
Fortum had previously bought the state-held stake in TGK-10 from RAO UES during its reform .,Neutral,
"production facilities 6 July 2010 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .",Neutral,
Pohjola and cooperative banks have continued to combine their branch office network .,Neutral,
"Operating profit excluding non-recurring items decreased to EUR 6.2 mn from EUR 16.8 mn in 2007 , representing 2.3 % of net sales .",Negative,
`` The additional flight linking Mumbai with Helsinki was dictated by the strong traffic demand between Asia and Europe .,Positive,
"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height .",Neutral,
Danish company FLSmidth has acknowledged that it has violated a patent held by Finnish Metso .,Negative,
"After the split , the company would have 26,885,540 Series A shares and 9,540,000 Series K shares .",Neutral,
A total of 140 jobs will be reduced at the Raahe Steel Works .,Negative,
"Citigroup , Inc ( NYSE : C ) has announced that its Global Transaction Services ( GTS ) business has been awarded a new mandate by Finland-based Pohjola Bank Group .",Positive,
The measures result from weak demand in the shipbuilding industry .,Negative,
The group said it intends to initiate within this year the process of buyout of minority shareholders of Ragutis with the aim of becoming the sole owner of the company .,Neutral,
"HELSINKI ( AFX ) - Metso said it will upgrade one of UPM-Kymmene 's four paper machines at the latter 's mill in Jaemsaenkoski with a new coating color supply system , machine and process controls and quality measurements .",Positive,
"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur .",Negative,
"Upon establishment , the plan is directed to approximately 20 persons .",Neutral,
"Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year .",Positive,
"Initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries .",Negative,
Vaccination slowdown puts BidenÃ¢Â€Â™s July 4 goal in jeopardy.,Negative,
"`` We can say that the number of deals has become normalized by the moment , and therefore we have decided to devalue our apartments now on sale , '' he added .",Negative,
Rautaruukki Corporation Stock exchange release 3 December 2009 at 12 noon Ruukki 's construction and engineering divisions are to further improve and adjust their operations in Finland .,Positive,
1 Block lamp Harri Koskinen 's light was introduced in 1996 and has been a bestseller ever since .,Positive,
"A light , bright and pretty addition to your life , it will also keep a few pennies in your bank account .",Neutral,
Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .,Neutral,
The value of the multi-year agreement is over EUR 2mn a year .,Neutral,
"The total investment in the Vantaa plant extension will amount to around 10 million euro , and Okmetic 's share of the investments will be worth around 2.7 million .",Neutral,
"Capman , the Finnish alternative asset manager , has made an acquisition for its Helsinki-focused vehicle , Real Estate Fund I. The fund has bought a seven-story office built in 1973 that underwent refurbishment at the end of the 1990s .",Neutral,
Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,Negative,
18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .,Neutral,
"Net sales by the Sata-Flexo Group came to some EUR4 .3 m in 2007 , and the group companies employed a total of 40 people .",Neutral,
The winners included the Honda Odyssey for minivan and the Nissan Armada for large SUV .,Neutral,
Exel is headquartered in Mantyharju in Finland .,Neutral,
Sanoma Magazines ' net sales are estimated to grow in 2006 .,Positive,
"Tiimari 's registered share capital is 16,474,755 shares as per today .",Neutral,
"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009 .",Positive,
"ALEXANDRIA , Va. , Dec. 22 -- United States Patent no. 7,854,608 , issued on Dec. 21 , was assigned to Outotec Oyj ( Espoo , Finland ) .",Neutral,
"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .",Positive,
The order includes 48 ship cranes that will be delivered for 12 container feeders to be built at Wenchong shipyard in China .,Neutral,
"Department store sales improved by 14 % to EUR 1,070.6 mn .",Positive,
"Luna took fifth place on six-under 207 , a shot behind Spain 's Beatriz Recari and Germany 's Martina Eberl , while Welsh player Becky Brewerton was the highest-placed British finisher , sharing seventh place on three-under 210 after shooting 71 .",Neutral,
"Look out for vintage fabric cushion covers , '70s coffee pots , ceramic serving dishes , cocktail glasses , and stainless steel party dishes .",Neutral,
"BasWare 's CEO Ilkka Sihvo comments in conjunction with the Interim Report : `` As a whole , BasWare succeeded well in the second quarter of 2007 .",Positive,
"The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta .",Neutral,
Nokia has enough users to do just as well .,Neutral,
"In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday , 27 April , 2007 - Q2 ( April - June ) on Friday , 20 July , 2007 - Q3 ( July - September ) on Friday , 26 October , 2007 .",Neutral,
Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million .,Positive,
Pollster Lee Carter on rising crime in US cities.,Negative,
"The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .",Negative,
Elcoteq SE is listed on the Nasdaq OMX Helsinki Ltd. .,Neutral,
A quick `` one-stop-shop '' to understand the company .,Neutral,
"Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China .",Neutral,
"The Vaisala Group is a successful international technology company that develops , manufactures and markets electronic measurement systems and products .",Positive,
Finnish sports equipment company Amer Sports said it has decided to lay off 370 workers from its Salomon division in France .,Negative,
"Vaisala Oyj Press Release September 30 , 2010 Vaisala has signed a contract to sell its oxygen measurement technology and business to SICK Maihak GmbH .",Positive,
The emerging markets that Raisio has chosen to enter so far are marked by relatively low per capita food consumption .,Neutral,
"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",Negative,
"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki .",Negative,
"TeliaSonera 's underlying results however included 457 mln skr in positive one-offs , hence the adjusted underlying EBITDA actually amounts to 7.309 bln skr , clearly below expectations , analysts said .",Negative,
The repurchase of the bonds was executed in the open market in accordance with section 7 f of the terms and conditions of the Convertible Bonds .,Neutral,
"The bond , with a maturity of five years , is part of the bank 's domestic bond program .",Neutral,
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein .",Neutral,
"Only the driver was left in the car with the suspect , who was kidnapped and forced at gunpoint to drive to Durham .",Negative,
Gold Bugs Stay Firm Amid Surging COVID-19 in Asia,Neutral,
And that 's exactly what happened on a recent weekday when an East Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies .,Neutral,
Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,Positive,
Lemcon has also signed a pre-contract for the purchase of the park 's entire 130-hectare site .,Positive,
"It rose by 15.7 % and by 24.8 % in Finland and abroad , respectively , to EUR 7 million and EUR 4.2 million , due to a 40 % growth in Russia .",Positive,
The Group 's revenue in 2008 amounted to EUR 94 million and the company currently employs approximately 730 people .,Neutral,
"After buying Eukor Car Carriers 50 percent stake , Grimaldi Group is now the sole owner of the Swedish roll-on , roll-off port of Wallhamn .",Neutral,
The cooperation with airBaltic is expected to lead to the transfer of Finncomm to the ownership of airBaltic in time .,Neutral,
Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares .,Neutral,
"Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",Positive,
"LLC , a voice and data management solution provider to wireless companies with operations worldwide , will be transferring its U.S. deployment operations to the Finnish mobile giant , which includes civil works and site acquisition services .",Neutral,
"CapMan has four investment areas ( CapMan Buyout , CapMan Technology , CapMan Life Science and CapMan Real Estate ) , and each of them has a dedicated team .",Neutral,
"Russia accounted for 9 % of the Lagardere magazine division 's revenue , or EUR 114.40 mn ( USD 148.11 mn ) in 2009 , the USA - for 18 % .",Neutral,
Marimekko Group 's full-year net sales are estimated to increase by about 10 % .,Positive,
"More than 200 volunteers from Fiskars , the garden tool company , Home Depot ( NYSE : HD ) , the city of Baltimore and the neighborhood are working right now to create a garden sanctuary - in a single day .",Positive,
Diluted loss per share stood at EUR 0.15 versus EUR 0.26 .,Positive,
Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas .,Neutral,
Neste Oil will offer outplacement services to the 111 employees to be reduced .,Neutral,
"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",Negative,
"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",Positive,
The value of the contract is in total USD12m .,Neutral,
Stock futures turn negative ahead of labor data.,Negative,
The goal is significant expansion in Finland and in the northern Baltic region .,Neutral,
"Also , a six-year historic analysis is provided for this market .",Neutral,
"The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources .",Neutral,
"Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''",Neutral,
"Mr Clausen , however , refused to comment the option that Nordea would consider buying into Citadele Bank .",Neutral,
"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",Positive,
"Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRV+_+_N SANOMAT PURCHASE CONFIRMED The business operations of Tyrv+Ã†+Ã†n Sanomat Oy will be transferred to Suomen Paikallissanomat Oy .",Neutral,
Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,Negative,
The company also said that the deployment of the Danish 4G network continues and it expects to cover 75 % of the Danish population in 2011 .,Neutral,
"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",Negative,
"Finnish Suominen Corporation that makes wet wipes , nonwovens , and flexible packaging is starting employer-employee negotiations at its Tampere plant in Finland to lay off about 25 employees .",Negative,
"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''",Positive,
"So , at the present time Nokian tires had the contract of tires production in China .",Neutral,
`` Nokia is just interested in bring Nokia to the market . '',Neutral,
"Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros .",Neutral,
"ENP Newswire - 22 March 2011 Release date - 21032011 - A total of 13,000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between 1 January 2011 and 28 February 2011 under the company 's stock option rights 2007A .",Neutral,
"The alliance aims to tap pocketable mobile computers , netbooks , tablets , mediaphones , connected TVs and in-vehicle infotainment systems .",Neutral,
Return on capital employed rose by 4.8 percentage points to 19.6 % .,Positive,
"`` We have become convinced that we can do that very quickly , '' he told Finnish business reporters .",Neutral,
"Now , Nokia has announced the launch of Bicycle Charger Kit that is compatible with all Nokia phones that have a 2 mm charging interface .",Neutral,
Microsoft to invest US$1b in Malaysia to set up data centres,Neutral,
The goal is to secure the company 's profitability and competitiveness .,Neutral,
The members of the management team will contribute to the adjustment measures with temporary salary cut of 5 % .,Positive,
"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .",Neutral,
The bank sees a potential for Getinge share to rise .,Positive,
These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 .,Positive,
Marketing will use Tikkurila 's existing infra structure and local knowledge in Russia .,Neutral,
"It is necessary to strengthen the company 's operations , however .",Neutral,
"The company will try to adapt the operations through temporary lay-offs of different duration , working hour arrangements , training and development efforts .",Neutral,
Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,Negative,
"Mercator will use the software for its logistic , retail and wholesale operations in Slovenia and its other markets in southeastern Europe .",Neutral,
"Ragutis , controlled by the Finnish brewery Olvi , achieved a 5.7 percent rise in beer sales to 22.6 million liters and held a 10.75 percent market share .",Positive,
"City24 users can search for homes and properties in all areas where City24 is active , even outside their own country .",Neutral,
The company expects net sales to significantly increase from 2009 .,Positive,
"After the signing , the total amount of Aspo 's revolving credit facility agreements is EUR 50 million , which replaces the formerly valid agreements of EUR 80 million .",Neutral,
EPS dropped to EUR0 .2 from EUR0 .3 .,Negative,
The Court 's decision will also promote genuine competition in services,Neutral,
"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010 .",Neutral,
It is a disappointment to see the plan folded .,Negative,
"The German company has also signed a code share agreement with another Oneworld member -- American Airlines Inc , part of US-based AMR Corp ( NYSE : AMR ) .",Positive,
"One price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks .",Neutral,
"Stockholm , 3 March 2011 About Cybercom The Cybercom Group is a high-tech consultancy that offers global sourcing for end-to-end solutions .",Neutral,
"HKScan , headquartered in Turku , Finland , is a leading northern European food group with 10,000 employees in nine countries .",Neutral,
"Headquartered in this city , the company is nearly 75 years old and focuses on science-based innovation and technology for environmental measurement .",Neutral,
Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas .,Neutral,
"Anttila 's online department store - NetAnttila - has an established position as the best-known , most visited and most shopped online store in Finland .",Neutral,
This includes a EUR 39.5 mn change in the fair value of investment properties .,Neutral,
"Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP has acquired solutions from US business integration solutions provider Sterling Commerce , the latter company said in a statement .",Positive,
"The share issue , derogating from the pre-emptive right of the shareholders and comprising some six million new shares at market price , will be offered for subscription by shareholders , holders of capital notes and by professional clients .",Neutral,
"According to Tyrv+Ã†inen 's estimation , Japan is a very essential location in terms of Finnair 's Asian strategy .",Neutral,
"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",Positive,
Sales by Seppala diminished by 6 per cent .,Negative,
"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .",Negative,
No financial details of the deployment were disclosed .,Neutral,
The acquisition is part of Ramirent 's strategy to strengthen its position in selected locations .,Positive,
"Atria will launch a campaign in September to promote the CampoMos brand on the Moscow market , he said .",Positive,
"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .",Negative,
Net sales have been eaten by the weak US dollar .,Negative,
The EPS improved to EUR0 .38 from EUR0 .27 .,Positive,
"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .",Neutral,
The firm builds components for mobile phones and other communications products .,Neutral,
Retail sales fell last month. But stores are still expecting a strong year,Positive,
Gearing was 43 % compared to 67 % in 2004 .,Neutral,
"In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % .",Neutral,
No financial information was provided .,Neutral,
"Under a preliminary estimation , the technology park will measure about 50,000 square meters .",Neutral,
"As a condition to the deal , Savcor Alfa has to have bought Photonium and Akseli Lahtinen Inc. 's business operations prior to the deal .",Neutral,
Elcoteq expects its net sales for the last quarter of 2010 to be on the level of the third quarter .,Neutral,
Precedex is approved for IV sedation of initially intubated and mechanically ventilated patients in intensive care .,Positive,
"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",Negative,
The adjustment measures will be carried out in phases to secure the delivery capability .,Neutral,
"In 2007 , Contempus generated revenue of NOK 69.3 ( approx .",Neutral,
"Simultaneously with this merger plan another merger plan has been signed , according to which Suomen Projektivuokraus Oy , a subsidiary of VTM-Rakennuskonevuokraamo Oy , would be merged with VTM-Rakennuskonevuokraamo Oy .",Neutral,
We are very proud to be able to use this kind of innovative mobile service for voting in elections .,Positive,
"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .",Neutral,
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,Negative,
The right margin will be viewed separately in detail with every customer .,Neutral,
"Incap Contract Manufacturing will carry out the manufacturing for these agreements at its factory in Tumkur , near Bangalore .",Neutral,
"According to him , construction work will start in spring 2007 , and the facility is to be commissioned in spring 2008 .",Neutral,
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products , and operates in Finland .",Neutral,
"The reductions will be implemented immediately , beginning in October 2009 .",Neutral,
"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely .",Neutral,
"In addition to Russia , we now seek additional growth in Ukraine .",Positive,
